Time,Date,Latitude,Longitude,Total PDCP DL Throughput,Total PDCP UL Throughput,PDSCH Phy Throughput (kbps),PUSCH Phy Throughput (kbps),PDSCH Resource Blocks Allocated (Allocated Subframes Only),PDSCH Resource Block Allocation (%),PUSCH Resource Blocks Allocated (Allocated Subframes Only),Number of PUSCH Resource Blocks,Number of PDSCH Resource Blocks,PDCP Throughput DL (kbps),PDCP Throughput UL (kbps),PHY Layer Throughput PDSCH (kbps),PHY Layer Throughput PUSCH (kbps),RLC Throughput DL (kbps)(LTE Throughputs from Data Collector),RLC Throughput UL (kbps)(LTE Throughputs from Data Collector)
45:03.0,3/21/2022,7.2844315,5.1824625,2.200000048,3.200000048,3.039999962,77.69999695,7.800000191,0.109999999,4.300000191,0.200000003,0.100000001,2.289999962,5.369999886,5.539999962,91.30999756,2,4.880000114
45:05.0,3/21/2022,7.284394,5.1827825,1.440000057,1.5,1.340000033,83.84999847,6.599999905,0.02,2.299999952,0.699999988,0,1.289999962,1.50999999,4.320000172,112.8099976,1.149999976,1.039999962
45:07.0,3/21/2022,7.2843485,5.1831065,2.569999933,2.970000029,5.269999981,99.98999786,7.599999905,0.029999999,2.700000048,0.200000003,0,2.349999905,2,9.229999542,123.3600006,1.649999976,3.99000001
45:09.0,3/21/2022,7.284296,5.183431,0.389999986,2.25999999,1.620000005,90.41000366,5.5,0.189999998,2.400000095,0.200000003,0.200000003,0.519999981,2.25999999,4.690000057,115.1500015,1.679999948,2.220000029
45:11.0,3/21/2022,7.2842375,5.183754,0.930000007,2.450000048,5.960000038,130.5700073,3.900000095,0.170000002,3.900000095,0.200000003,0.200000003,0.949999988,1.850000024,5.409999847,129,0.899999976,2.079999924
45:13.0,3/21/2022,7.2841705,5.1840785,1.279999971,0.699999988,2.190000057,189.2400055,9.300000191,0.109999999,5,0.600000024,0.100000001,1.190000057,1.639999986,4.239999771,195.5200043,2.210000038,2.559999943
45:15.0,3/21/2022,7.2840995,5.184404,1.429999948,1.679999948,2.930000067,50.50999832,7.900000095,0.02,3.900000095,23.39999962,0,1.299999952,1.799999952,7.139999866,55.43000031,1.659999967,2.049999952
45:17.0,3/21/2022,7.284025,5.18473,1.690000057,1.919999957,2.799999952,58.29000092,7.400000095,0.02,3.599999905,0.200000003,0,1.690000057,1.779999971,6.570000172,115.6900024,2.170000076,2.069999933
45:19.0,3/21/2022,7.28394,5.18505,2.380000114,2.190000057,4.400000095,98.55000305,7.900000095,0.029999999,3.799999952,0.400000006,0,2.329999924,2.200000048,5.989999771,118.8899994,1.980000019,3.720000029
45:21.0,3/21/2022,7.2838625,5.1853625,0.819999993,1.940000057,2.930000067,95.77999878,7,0.25999999,2.299999952,0.300000012,0.300000012,0.75999999,1.620000005,5.820000172,129.2200012,1.549999952,2.549999952
45:23.0,3/21/2022,7.2837725,5.185682,0.779999971,2,1.620000005,134.3600006,5,0.170000002,2,0.300000012,0.200000003,1.049999952,1.970000029,2.599999905,140.0200043,1.00999999,3.150000095
45:25.0,3/21/2022,7.2836735,5.1860065,0.779999971,1.440000057,0.730000019,145.5599976,7.900000095,0.449999988,2.099999905,0.300000012,0.400000006,0.779999971,1.440000057,7.309999943,150.5399933,0.649999976,1.299999952
45:27.0,3/21/2022,7.28356,5.1863365,0.779999971,1.039999962,2.440000057,143.1799927,4.199999809,0.100000001,2.099999905,0.300000012,0.100000001,0.779999971,1.039999962,9.659999847,147.3800049,0.970000029,1.379999995
45:29.0,3/21/2022,7.2834345,5.186674,0.779999971,1.370000005,1.830000043,143.7299957,4,0.49000001,2,0.300000012,0.5,0.779999971,1.370000005,1.320000052,149.2299957,0.670000017,0.839999974
45:31.0,3/21/2022,7.2833015,5.187015,1.059999943,2.150000095,1.5,143.9400024,10.60000038,0.349999994,2,0.300000012,0.400000006,1.059999943,2.150000095,8.979999542,152.8899994,1.210000038,2.150000095
45:33.0,3/21/2022,7.2831685,5.1873405,0.779999971,2.109999895,5.349999905,153.4900055,3.599999905,0.109999999,2,0.300000012,0.100000001,1.049999952,2.390000105,7.28000021,156.9400024,0.689999998,2.599999905
45:35.0,3/21/2022,7.2830395,5.187643,0.779999971,1.730000019,3.150000095,157.0700073,4,0.119999997,2,0.400000006,0.100000001,0.779999971,2.049999952,2.339999914,157.0200043,0.689999998,1.679999948
45:37.0,3/21/2022,7.282904,5.18794,0.779999971,1.039999962,1.669999957,154.5700073,6.699999809,0.189999998,2,0.300000012,0.200000003,0.779999971,1.039999962,3.380000114,157.9799957,0.980000019,1.409999967
45:39.0,3/21/2022,7.28277,5.1882315,0.779999971,1.080000043,4.110000134,154.1699982,10.5,1.429999948,2,0.400000006,1.399999976,0.779999971,1.080000043,2.25999999,153.9199982,0.670000017,0.819999993
45:41.0,3/21/2022,7.282636,5.1885105,0.699999988,1.450000048,5.03000021,152.1999969,3.700000048,0.170000002,2,0.300000012,0.200000003,0.699999988,1.450000048,14.72999954,154.8000031,0.649999976,0.75999999
45:43.0,3/21/2022,7.2825015,5.1887655,1.139999986,2,3.089999914,150.9199982,5.900000095,0.189999998,2,0.300000012,0.200000003,1.139999986,2,9.020000458,153.9400024,1.820000052,2.430000067
45:45.0,3/21/2022,7.2824015,5.188945,0.779999971,2.109999895,4,151.0399933,7.699999809,0.239999995,2,0.300000012,0.200000003,1.049999952,2.109999895,5.150000095,155.0099945,1,2.299999952
45:47.0,3/21/2022,7.282349,5.189035,0.779999971,1.360000014,1.940000057,153.2799988,3.900000095,0.170000002,2,0.300000012,0.200000003,0.779999971,1.809999943,4.070000172,157.4299927,0.670000017,1.600000024
45:49.0,3/21/2022,7.28232,5.1890865,0.779999971,1.039999962,3.710000038,155.4900055,6.400000095,0.200000003,2,0.300000012,0.200000003,0.779999971,1.039999962,2.519999981,155.8000031,0.649999976,0.75999999
45:51.0,3/21/2022,7.282291,5.189138,0.779999971,1.039999962,8.31000042,157.4799957,4,0.409999996,2,0.400000006,0.400000006,0.779999971,1.039999962,2.190000057,157.25,0.980000019,1.519999981
45:53.0,3/21/2022,7.2822495,5.1892115,1.070000052,2.089999914,3.220000029,156.9900055,4,0.140000001,2,0.300000012,0.100000001,1.059999943,2.089999914,25.30999947,154.5800018,1.159999967,1.669999957
45:55.0,3/21/2022,7.2821915,5.1893085,0.779999971,2.109999895,7.289999962,156.5200043,3.900000095,0.300000012,2,0.300000012,0.300000012,0.779999971,2.109999895,10.21000004,157.5899963,0.980000019,1.679999948
45:57.0,3/21/2022,7.2821205,5.189423,0.779999971,1.679999948,3.319999933,159.9499969,4,0.379999995,2,0.400000006,0.400000006,1.049999952,1.679999948,5.150000095,155.1399994,0.649999976,2.140000105
45:59.0,3/21/2022,7.282053,5.189534,0.779999971,1.039999962,2.269999981,152.8099976,3.799999952,0.439999998,2,0.300000012,0.400000006,0.779999971,1.039999962,2.700000048,155.6799927,1.309999943,0.75999999
46:01.0,3/21/2022,7.2820025,5.1896195,0.779999971,1.039999962,1.75,155.3399963,3.799999952,0.829999983,2,0.400000006,0.800000012,0.779999971,1.389999986,2.309999943,155.4900055,0.649999976,1.519999981
46:03.0,3/21/2022,7.281969,5.189675,1.059999943,2.099999905,3.619999886,152.3800049,4.400000095,0.219999999,2,0.300000012,0.200000003,1.059999943,0.75999999,15.10000038,151.9299927,0.649999976,0.800000012
46:05.0,3/21/2022,7.281948,5.189711,0.779999971,1.720000029,5.360000134,154.7599945,4,0.649999976,2,0.300000012,0.699999988,0.779999971,2.599999905,6.449999809,157.0800018,1.25999999,3.74000001
46:09.0,3/21/2022,7.2818775,5.1898395,0.779999971,1.129999995,2.319999933,154.7799988,5.599999905,0.150000006,2,0.300000012,0.200000003,0.779999971,1.5,31.03000069,158.2799988,1.00999999,1.75999999
46:11.0,3/21/2022,7.2818225,5.189937,0.779999971,1.039999962,1.789999962,160.5500031,9.600000381,1.200000048,2.200000048,0.400000006,1.200000048,1.049999952,1.039999962,19.84000015,160.2700043,0.649999976,1.519999981
46:13.0,3/21/2022,7.2817725,5.190024,0.779999971,1.039999962,2.410000086,155.0399933,3.599999905,0.319999993,2,0.300000012,0.300000012,0.779999971,1.039999962,2.160000086,158.5700073,0.980000019,1.139999986
46:15.0,3/21/2022,7.2817355,5.19009,1.059999943,2.089999914,2.650000095,152.4600067,7.300000191,0.25999999,2,0.300000012,0.300000012,1.059999943,2.089999914,6.260000229,157.8200073,1.120000005,1.830000043
46:17.0,3/21/2022,7.281714,5.190126,0.779999971,2.109999895,4.179999828,153,3.799999952,0.100000001,2,0.300000012,0.100000001,0.779999971,2.109999895,17,157.2799988,1,2.130000114
46:19.0,3/21/2022,7.281696,5.190159,0.779999971,1.679999948,2.380000114,151.4199982,6.5,1.24000001,2,0.300000012,1.200000048,0.779999971,1.679999948,1.909999967,155.4799957,0.670000017,2.430000067
46:21.0,3/21/2022,7.281665,5.1902165,0.779999971,1.039999962,1.980000019,153.7100067,3.700000048,0.100000001,2,0.300000012,0.100000001,0.779999971,1.389999986,2.24000001,156.5399933,0.649999976,0.75999999
46:23.0,3/21/2022,7.2816235,5.1902965,0.779999971,1.129999995,1.720000029,155.0399933,3.700000048,0.519999981,2,0.300000012,0.5,1.049999952,1.090000033,3.910000086,158.1900024,0.99000001,1.210000038
46:25.0,3/21/2022,7.28158,5.1903775,1.059999943,2.289999962,3.369999886,158.8399963,5.699999809,0.200000003,2,0.400000006,0.200000003,1.059999943,1.860000014,14.53999996,158.7200012,0.649999976,0.75999999
46:27.0,3/21/2022,7.28155,5.1904325,0.779999971,1.210000038,3.089999914,156.6199951,5.5,0.150000006,2,0.300000012,0.200000003,0.779999971,1.620000005,3.609999895,154.7599945,1.25,2.170000076
46:29.0,3/21/2022,7.281529,5.190474,0.779999971,2.430000067,1.669999957,159.8999939,6.699999809,0.170000002,2,0.400000006,0.200000003,0.779999971,1.950000048,2.059999943,155.1300049,0.680000007,3.059999943
46:31.0,3/21/2022,7.2815,5.1905305,0.779999971,1.080000043,2.720000029,155.8500061,6.699999809,0.889999986,2,0.300000012,0.899999976,0.779999971,1.080000043,3.400000095,156.7700043,0.99000001,1.279999971
46:33.0,3/21/2022,7.2814575,5.1906135,0.779999971,1.129999995,0.460000008,151.7599945,4.599999905,0.25999999,2,0.300000012,0.300000012,0.779999971,1.460000038,1.25,153.4299927,0.649999976,1.179999948
46:37.0,3/21/2022,7.2813565,5.1908075,1.059999943,2.660000086,2.049999952,155.9600067,4.300000191,0.200000003,2,0.300000012,0.200000003,1.070000052,2.130000114,5.380000114,156.3399963,1.220000029,2.309999943
46:39.0,3/21/2022,7.2813075,5.190905,0.779999971,1.629999995,2.769999981,150.8300018,4.5,0.100000001,2,0.300000012,0.100000001,0.779999971,1.629999995,4.440000057,152.2599945,1.320000052,2.369999886
46:41.0,3/21/2022,7.281259,5.1910015,0.779999971,1.679999948,2.039999962,152.5700073,4,0.349999994,2,0.300000012,0.400000006,0.779999971,2.24000001,2.380000114,152.9799957,0.670000017,1.220000029
46:43.0,3/21/2022,7.28122,5.1910855,0.779999971,1.370000005,2.200000048,153.8699951,4.599999905,0.280000001,2,0.300000012,0.300000012,0.779999971,1.100000024,5.300000191,157.0700073,0.649999976,1.610000014
46:45.0,3/21/2022,7.281195,5.1911375,0.779999971,1.039999962,1.809999943,153.3600006,4,0.310000002,2,0.300000012,0.300000012,0.779999971,1.389999986,0.970000029,151.8200073,0.99000001,0.75999999
46:47.0,3/21/2022,7.281177,5.19117,1.059999943,2.660000086,2.50999999,158.3699951,3.900000095,0.129999995,2,0.400000006,0.100000001,1.419999957,2.119999886,6.889999866,158.1799927,1.230000019,2.319999933
46:49.0,3/21/2022,7.28115,5.191217,0.779999971,1.679999948,2.960000038,153.6900024,3.900000095,0.189999998,2,0.300000012,0.200000003,0.779999971,1.679999948,13.52000046,157.3899994,0.649999976,1.679999948
46:51.0,3/21/2022,7.28111,5.191296,0.779999971,1.980000019,1.220000029,150.4600067,4.099999905,0.119999997,2,0.300000012,0.100000001,0.779999971,1.980000019,5.269999981,154.4499969,0.680000007,1.840000033
46:53.0,3/21/2022,7.2810615,5.1913975,0.779999971,1.090000033,2.039999962,153.5299988,5,0.74000001,2,0.300000012,0.699999988,0.779999971,1.389999986,1.600000024,156.3000031,0.649999976,1.690000057
46:55.0,3/21/2022,7.2810175,5.1914965,0.779999971,1.100000024,1.559999943,152.3200073,5.199999809,0.140000001,2,0.300000012,0.100000001,0.779999971,0.920000017,2.309999943,156.2799988,0.99000001,0.75999999
46:57.0,3/21/2022,7.2809805,5.191579,0.779999971,1.039999962,2.00999999,152.5200043,5.199999809,0.109999999,2,0.300000012,0.100000001,0.779999971,1.039999962,2.069999933,155.5899963,0.649999976,1.190000057
46:59.0,3/21/2022,7.280957,5.191629,1.059999943,2.609999895,1.789999962,149.8000031,5.400000095,0.150000006,2,0.300000012,0.100000001,1.419999957,2.609999895,3.890000105,151.4299927,1.210000038,2.589999914
47:01.0,3/21/2022,7.280936,5.1916775,1.25,1.879999995,3.880000114,80.80999756,5.699999809,0.01,2,0.699999988,0,1.25,1.879999995,3.190000057,120.4400024,1.610000014,1.779999971
47:03.0,3/21/2022,7.2809085,5.19174,1.409999967,2.119999886,3.799999952,72.61000061,6.599999905,0.02,2.5,0.200000003,0,1.419999957,2.069999933,6.519999981,88.94999695,1.690000057,2.029999971
47:05.0,3/21/2022,7.2808815,5.1918065,1.779999971,1.389999986,2.640000105,86.40000153,7.199999809,0.100000001,2.200000048,0.100000001,0.100000001,1.690000057,1.5,25.67000008,108.4899979,2.059999943,1.279999971
47:07.0,3/21/2022,7.280855,5.1918745,1.25999999,1.25999999,2.700000048,96.16000366,9,0.379999995,2.400000095,0.200000003,0.400000006,1.279999971,1.159999967,6.380000114,130,1.539999962,1.190000057
47:09.0,3/21/2022,7.28083,5.1919415,1.070000052,1.870000005,3.74000001,95.19999695,4.800000191,0.140000001,2,0.300000012,0.100000001,1.070000052,2.49000001,7.380000114,136.8099976,0.479999989,0.920000017
47:11.0,3/21/2022,7.2808045,5.192011,0.779999971,1.679999948,3.640000105,142.1699982,4,0.419999987,2,0.300000012,0.400000006,0.779999971,1.679999948,3.609999895,148.2799988,1.769999981,3.029999971
47:13.0,3/21/2022,7.280771,5.192099,0.779999971,2.480000019,2.160000086,141.6799927,3.900000095,0.119999997,2,0.300000012,0.100000001,0.779999971,2.480000019,10.52000046,149.3600006,1,2.180000067
47:15.0,3/21/2022,7.2807385,5.192186,0.779999971,1.039999962,1.419999957,139.7299957,6.099999905,0.230000004,2,0.300000012,0.200000003,0.779999971,1.389999986,1.919999957,145.2299957,0.649999976,1.220000029
47:19.0,3/21/2022,7.28069,5.192314,0.779999971,1.179999948,2.920000076,141,4.099999905,0.180000007,2,0.300000012,0.200000003,0.779999971,1.179999948,5.71999979,150.8600006,0.980000019,0.860000014
47:21.0,3/21/2022,7.2806665,5.192379,1.059999943,2.450000048,2.190000057,144.7299957,4.5,0.200000003,2,0.300000012,0.200000003,1.059999943,3.25999999,10.11999989,148.8600006,1.779999971,2.579999924
47:23.0,3/21/2022,7.280633,5.19247,0.779999971,2.180000067,3.670000076,143.5399933,3.900000095,0.129999995,2,0.300000012,0.100000001,0.779999971,2.180000067,5.360000134,150.3399963,0.680000007,2.460000038
47:25.0,3/21/2022,7.2805865,5.192592,1.25,2.190000057,1.350000024,72.48000336,7.5,0.25999999,2.099999905,0.899999976,0.300000012,1.25,2.190000057,2.960000038,92.37999725,1.330000043,1.460000038
47:27.0,3/21/2022,7.28053,5.192745,0.779999971,1.149999976,2.630000114,48.97000122,5.300000191,0.180000007,2.400000095,0.100000001,0.200000003,1.049999952,1.149999976,3.210000038,101.2099991,0.980000019,1.919999957
47:29.0,3/21/2022,7.2804665,5.192928,1.720000029,1.49000001,2.700000048,83.84999847,8.800000191,0.050000001,3.099999905,0.100000001,0,1.639999986,1.5,4.110000134,87.41999817,2.039999962,1.179999948
47:31.0,3/21/2022,7.2803965,5.19314,0.839999974,1.590000033,3.440000057,55.15999985,6,0.02,2.900000095,0,0,0.74000001,1.590000033,3.130000114,128.3099976,1.539999962,3.25
47:33.0,3/21/2022,7.280321,5.1933765,2.450000048,2.75,4.510000229,90.29000092,7,0.029999999,2.400000095,0.400000006,0,2.309999943,2.859999895,6.519999981,104.9100037,2.25,2.890000105
47:35.0,3/21/2022,7.2802465,5.1936255,1.129999995,2.369999886,2.210000038,130.6600037,5.699999809,0.140000001,2,0.300000012,0.100000001,1.25,2.369999886,4.03000021,165.7100067,1.50999999,2.369999886
47:37.0,3/21/2022,7.2801755,5.1938755,0.779999971,1.419999957,1.49000001,181.6799927,4,0.079999998,2,0.400000006,0.100000001,0.779999971,1.419999957,2.450000048,185.4600067,0.660000026,1.75999999
47:39.0,3/21/2022,7.2801125,5.194122,0.389999986,1.24000001,1.580000043,183.6799927,4.300000191,0.150000006,2,0.400000006,0.100000001,0.519999981,0.889999986,1.309999943,184.6399994,0.689999998,1.299999952
47:41.0,3/21/2022,7.280054,5.194349,0.779999971,1.039999962,6,178.9400024,3.799999952,1.360000014,2,0.400000006,1.399999976,0.779999971,1.090000033,3.109999895,184.7599945,0.959999979,1.600000024
47:43.0,3/21/2022,7.2799995,5.194565,1.460000038,1.769999981,1.269999981,180.3399963,3.900000095,0.140000001,2,0.400000006,0.100000001,1.460000038,2.289999962,8.289999962,185.2400055,1.799999952,1.820000052
47:45.0,3/21/2022,7.2799495,5.1947785,0.779999971,2.549999952,2.450000048,180.6399994,4.199999809,0.119999997,2,0.400000006,0.100000001,0.779999971,2.549999952,6.199999809,183.8699951,0.680000007,1.779999971
47:47.0,3/21/2022,7.2799025,5.194997,0.779999971,1.679999948,1.919999957,174.4799957,5.199999809,0.74000001,2,0.400000006,0.699999988,0.779999971,1.549999952,1.769999981,176.4900055,1.00999999,3.130000114
47:49.0,3/21/2022,7.27986,5.195219,0.779999971,1.179999948,0.800000012,184.6199951,4.800000191,0.170000002,2,0.400000006,0.200000003,0.779999971,1.360000014,10.09000015,185.1900024,0.649999976,1.039999962
47:51.0,3/21/2022,7.279821,5.1954435,0.860000014,1.039999962,2.769999981,136.3800049,6,0.050000001,2.099999905,0.200000003,0,0.810000002,1.090000033,1.820000052,136.5500031,1.120000005,1.610000014
47:53.0,3/21/2022,7.279785,5.195679,1.25,1.179999948,2.269999981,144.7700043,6.599999905,0.01,2,0.100000001,0,1.669999957,0.939999998,5.199999809,137.4799957,0.670000017,1.559999943
47:55.0,3/21/2022,7.279746,5.1959335,1.059999943,2.799999952,4.659999847,182.1900024,4.099999905,0.100000001,2,0.400000006,0.100000001,1.059999943,2.49000001,7.269999981,185.8600006,1.860000014,2.74000001
47:57.0,3/21/2022,7.279704,5.1962,0.779999971,1.590000033,3.650000095,180.9900055,4.199999809,0.150000006,2.099999905,0.400000006,0.200000003,0.779999971,2.019999981,4.900000095,184.8000031,0.680000007,1.820000052
